city,state_id,state_code
Chalala,4030,GJ
Chaloda,4030,GJ
Champaner,4030,GJ
Chanasma,4030,GJ
Chhala,4030,GJ
Chhota Udepur,4030,GJ
Chikhli,4030,GJ
Chotila,4030,GJ
Chuda,4030,GJ
Dabhoda,4030,GJ
Dabhoi,4030,GJ
Dahegam,4030,GJ
Dahod,4030,GJ
Dakor,4030,GJ
Damnagar,4030,GJ
Dandi,4030,GJ
Dangs (India),4030,GJ
Danta,4030,GJ
Dayapar,4030,GJ
Delvada,4030,GJ
Delwada,4030,GJ
Detroj,4030,GJ
Devbhumi Dwarka,4030,GJ
Devgadh Bariya,4030,GJ
Dhandhuka,4030,GJ
Dhanera,4030,GJ
Dhansura,4030,GJ
Dharampur,4030,GJ
Dharasana,4030,GJ
Dhari,4030,GJ
Dhasa,4030,GJ
Dhola,4030,GJ
Dholera,4030,GJ
Dholka,4030,GJ
Dhoraji,4030,GJ
Dhrangadhra,4030,GJ
Dhrol,4030,GJ
Dhuwaran,4030,GJ
Disa,4030,GJ
Dohad,4030,GJ
Dumkhal,4030,GJ
Dungarpur,4030,GJ
Dwarka,4030,GJ
Gadhada,4030,GJ
Gandevi,4030,GJ
Gandhidham,4030,GJ
Gandhinagar,4030,GJ
Gariadhar,4030,GJ
Ghodasar,4030,GJ
Ghogha,4030,GJ
Gir Somnath,4030,GJ
Godhra,4030,GJ
Gondal,4030,GJ
Gorwa,4030,GJ
Halenda,4030,GJ
Halol,4030,GJ
